CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
 35    0   0   12    25    0   44    0    1    0    0    45    0   0   0 100
 36    0   0   37    61    1  106    0    4    0    0   115    0   7   0  93
 37    2   0 4939   905   27 1714    0   21    4    0  2590   10   2   0  87
 38    0   0  440    20    8   12    0    0    0    0     8    0   0   0 100
 39    0   0  149   178    2  352    0    1    1    0   490    2   0   0  98
 40    0   0  128   172    4  335    0    1    0    0   431    2   0   0  98
 41    0   0   30    39    1   74    0    1    0    0   100    0   0   0 100
 42    0   0    2     5    0    5    0    0    0    0     3    0   0   0 100
 43    0   0    7    23    1   38    0    1    0    0    42    0   0   0 100
 44    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 45    0   0  162   154    4  296    0    3    0    0   485    1   0   0  98
 46    2   0 1063   743   34 1374    1   24    4    0  2278    9   2   0  89
 47    0   0    0     3    0    1    0    0    0    0     2    0   0   0 100
 48    1   0  332   146    1  285    1    2    0    0   467    3   0   0  97
 49    1   0  225    55    0  106    0    1    0    0   155    0   0   0 100
 50    0   0  101   118    1  232    0    0    0    0   325    1   0   0  98
 51    1   0  261    55    1  102    0    2    0    0   232    1   0   0  99
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 54    1   0  373   207   10  390    0    3    0    0   646    3   0   0  97
 55   37   0 1149   974   21 1874    2   25    7    0  2797   12   2   0  86
 56    0   0  727   776   37 1475    1   26    1    0  2329    9   2   0  89
 57    0   0    5    15    0   16    1    2   31    0   511    0   3   0  97
 58    0   0   17    40   33   11    0    0    0    0    20    0   0   0 100
 59    0   0    6    31   29    0    0    0    0    0     0    0   0   0 100
 60    0   0   52    86    0  170    0    0    0    0   191    0   0   0 100
 61    0   0   44    35    3   62    0    0    0    0   132    0   0   0 100
 62    0   0    1     6    1    4    0    0    0    0     1    0   0   0 100
 63    2   0  492   212    1  420    1    2    1    0   634    3   0   0  97
Sun Jul 11 16:26:22 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    1   0  351   329    1  258    0    3   10    0   684    3   1   0  96
  1    1   0 1706   957   39 1775    0   34    5    0  3014   12   3   0  85
  2    0   0    8    33    1   49    0    2    0    0    38    0   0   0  99
  3    0   0   15    18    0   28    0    1    0    0    45    0   0   0 100
  4    0   0   67    98    1  182    0    2    0    0   241    1   0   0  99
  5    0   0   67    45    1   80    0    2    0    0   179    1   0   0  99
  6    0   0  212   199    3  475    0    2    0    0   788    3   0   0  97
  7    0   0   16    19    0   37    0    0    0    0    51    0   0   0 100
  8    0   0  115   170    1  337    0    1    0    0   428    2   0   0  98
  9    1   0 1506   278    8  530    0    6    1    0   827    3   0   0  96
 10   38   0  860   790   29 1485    1   27    4    0  2127    8   2   0  89
 11    0   0    1     7    1    2    0    0    0    0    18    0   0   0 100
 12    0   0   27    28    1   39    0    1    0    0    66    0   0   0 100
 13    0   0   21    16    0   25    0    0    0    0    55    0   0   0 100
 14    2   0  555   272    2  543    0    3    3    0   814    3   0   0  96
 15    0   0   45    70    6  109    0    1    0    0   134    0   0   0 100
 16    0   0    1     5    0    2    0    0    0    0     0    0   0   0 100
 17    0   0   93   105    0  211    0    1    0    0   300    1   0   0  98
 18   36   0   74    58    4   79    0    5    5    0   120    0   0   0 100
 19    2   0 1197  1012   15 1976    2   27    4    0  2979   13   3   0  84
 20    0   0   91    77    3  141    0    1    0    0   257    1   0   0  99
 21    0   0   19    20    3   30    0    1    0    0    55    0   0   0 100
 22    0   0   73    57    0  114    0    0    0    0   209    1   0   0  99
 23    0   0    3    14    4   27    0    2    0    0   131    0   0   0 100
 24    0   0   25    21    0   35    0    1    0    0    67    0   0   0 100
 25    0   0   65    75    0  147    0    1    0    0   200    1   0   0  99
 26    0   0  100    83    2  159    0    1    0    0   278    1   0   0  99
 27    0   0  200   226    3  427    0    3    1    0   612    2   0   0  97
 28    3   0 1454  1083   25 2079    2   33    4    0  3067   12   3   0  85
 29    0   0    0    11    5    4    0    0    0    0     1    0   0   0 100
 30    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    6    12    0   15    0    1    0    0    13    0   0   0 100
 32    0   0   42    36    4   60    0    1    0    0   119    1   0   0  99
 33    0   0   63    62    0  113    0    0    0    0   178    1   0   0  99
 34    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 35    0   0   19    26    0   50    0    0    0    0    63    0   0   0 100
 36    0   0   86   104    2  196    0    2    0    0   263    1   1   0  98
 37    3   0 1333   882   24 1665    4   23    3    0  2703   11   2   0  86
 38    0   0  453    30    6   39    0    1    0    0    47    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0   82   131    1  251    0    2    0    0   326    1   0   0  98
 41    1   0  250    90    0  178    0    2    3    0   260    1   0   0  99
 42    0   0    2     6    0    5    0    0    0    0     4    0   0   0 100
 43   36   0  146    10    0   17    0    1    1    0    79    0   0   0 100
 44    0   0    4     8    1   10    0    1    0    0    51    0   0   0 100
 45    0   0   48    76    2  136    0    3    0    0   183    1   0   0  99
 46    2   0 4836   937   20 1810    2   19    2    0  2792   11   3   0  86
 47    0   0   93    84    1  160    0    1    0    0   279    1   0   0  99
 48    0   0   84    62    1  121    0    0    0    0   228    0   0   0 100
 49    0   0    1     5    0    6    0    1    0    0     5    0   0   0 100
 50    0   0   55    31    0   59    0    1    0    0   135    0   0   0 100
 51    0   0   28    54    2   94    0    0    0    0   108    0   0   0 100
 52    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 54   36   0  186    48    1   82    0    4    4    0   204    0   0   0  99
 55   43   0 1829   954   22 1813    3   27   11    0  2812   11   3   0  85
 56    2   0  998   761   21 1460    2   29    6    0  2272   10   2   0  88
 57    0   0   34    52    6   72    0    1   23    0   676    1   4   0  95
 58    0   0   93   104   39  130    0    1    0    0   234    1   0   0  99
 59    0   0   28    55   41   26    0    1    0    0    51    0   0   0 100
 60    0   0   12     7    0   11    0    1    0    0    29    0   0   0 100
 61    0   0   50    72    1  139    0    0    0    0   170    0   0   0  99
 62    0   0  119    74    4  136    0    2    0    0   308    1   0   0  98
 63    1   0  218    88    2  168    0    6    1    0   340    1   0   0  99
Sun Jul 11 16:26:24 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   61   267    2  126    0    1    7    0   394    1   0   0  98
  1   38   0 1351  1000   26 1922    3   25   11    0  3193   13   3   0  83
  2    0   0    8    18    0   20    0    0    0    0    17    0   0   0 100
  3    0   0   78    94    0  184    0    1    0    0   249    1   0   0  99
  4    0   0   52    39    1   74    0    1    0    0   151    1   0   0  99
  5    0   0    3    11    0    6    0    1    0    0     0    0   0   0 100
  6    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  7    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
  8    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  9    1   0  378   163    1  310    0    2    2    0   550    3   0   0  97
 10    1   0  951   785   22 1507    1   26    4    0  2484    9   2   0  88
 11    0   0  168   196    1  386    0    1    0    0   541    2   0   0  98
 12    0   0  573     4    0    3    0    1    0    0     4    0   0   0 100
 13    1   0  326   121    2  239    0    2    2    0   427    2   0   0  98
 14    0   0   20    30    0   56    0    0    0    0    71    0   0   0 100
 15    0   0   46    58    2  102    0    3    0    0   203    0   0   0  99
 16    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 17    0   0   17    26    0   52    0    0    0    0    67    0   0   0 100
 18    0   0 5014   134    1  255    0    3    3    0   395    1   1   0  98
 19    1   0  778   749   32 1392    2   20    3    0  1917    8   2   0  90
 20    0   0   31    50    1   72    0    1    0    0    86    0   0   0 100
 21    0   0   12    27    0   47    0    1    0    0    47    0   0   0 100
 22    2   0  588   259    2  520    0    1    3    0   875    3   1   0  96
 23   36   0  165    36    0   80    1    2    8    0   250    1   1   0  98
 24    1   0  287   110    1  214    0    2    1    0   345    1   0   0  98
 25    0   0   39    62    0  121    0    1    0    0   139    0   0   0 100
 26    0   0  159   171    2  335    0    0    0    0   482    2   0   0  98
 27   36   0  216    68    2  121    0    4    0    0   272    1   0   0  99
 28    4   0 1459   843   33 1593    3   22    7    0  2730   12   2   0  86
 29    1   0  224    41    6   65    0    0    0    0   131    0   0   0  99
 30    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   53    67    0  107    0    1    0    0   143    0   0   0  99
 33    0   0    5    21    0   38    0    1    0    0    46    0   0   0 100
 34    0   0    1     8    0    6    0    1    0    0    24    0   0   0 100
 35    0   0  155   173    1  342    0    2    0    0   498    2   0   0  97
 36    1   0  338   139    1  274    0    2    1    0   458    2   0   0  98
 37   37   0 1326   985   26 1907    3   27    3    0  2997   12   3   0  85
 38    0   0  444    33    4   52    0    1    0    0    38    0   0   0 100
 39    0   0    4    14    0    9    0    0    0    0     0    0   0   0 100
 40    0   0  137   155    2  304    0    1    0    0   423    2   0   0  98
 41    0   0   33    37    0   70    0    1    0    0   105    0   0   0 100
 42    1   0  342   159    3  311    0    1    0    0   496    2   0   0  98
 43    0   0    2     8    0    5    0    0    0    0     0    0   0   0 100
 44    0   0   58    76    1  146    0    1    0    0   191    0   0   0 100
 45    0   0  142   208    3  403    0    2    0    0   491    2   0   0  98
 46    1   0  840   806   18 1535    1   26    2    0  2220    8   2   0  90
 47    0   0   97   109    1  212    0    2    0    0   312    1   0   0  99
 48    2   0  552   223    4  438    1    2    0    0   757    3   1   0  96
 49    0   0   52    66    2  123    0    3    0    0   176    0   0   0 100
 50    0   0   35    31    0   59    0    1    0    0   100    0   0   0 100
 51    0   0   26    25    0   46    0    1    0    0    75    0   0   0 100
 52    0   0    3     7    0   11    0    0    0    0    15    0   0   0 100
 53    0   0    0     3    0    0    0    0    0    0     0    0   0   0 100
 54    0   0  119   143    2  263    0    4    0    0   372    1   0   0  99
 55    5   0 1574   872   17 1675    3   24    2    0  2766   11   4   0  85
 56   41   0 1202   732   28 1372    1   25    5    0  2148    8   2   0  89
 57    0   0    2    14    3   15    1    1   12    0   581    0   4   0  96
 58    0   0   14    42   34   13    0    1    0    0    23    0   0   0 100
 59    0   0   91   128   29  196    0    0    0    0   269    1   0   0  99
 60    0   0  106   148    7  276    0    2    0    0   399    1   0   0  99
 61    0   0   32    44    0   84    0    1    0    0   107    0   0   0 100
 62    0   0   61    72   15  104    0    1    0    0   185    1   0   0  99
 63    2   0  442   199   10  373    1    4    4    0   505    2   1   0  97
Sun Jul 11 16:26:26 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0  131   326    6  234    1    7    6    0   639    3   1   0  96
  1    1   0 4670   758   23 1409    1   25    5    0  2213    9   2   0  89
  2    0   0    4    15    0    9    0    0    0    0     0    0   0   0 100
  3    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  4    1   0  267    97    0  188    0    1    0    0   277    1   0   0  99
  5    1   0  470   300    4  589    1    2    3    0  1008    3   1   0  96
  6    0   0   18    12    0   19    0    0    0    0    48    0   0   0 100
  7   36   0  129    12    0   17    0    2    1    0    59    0   0   0  99
  8    0   0   70    63    0  122    0    0    0    0   201    0   0   0 100
  9    0   0  279   344   11  652    1    7    0    0   910    4   1   0  95
 10   37   0  847   738   20 1416    3   20    4    0  2036    9   2   0  89
 11    0   0   95    95    1  185    0    0    0    0   295    1   0   0  98
 12    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 13    0   0    1    15    5   11    0    0    0    0    10    0   0   0 100
 14    0   0   79    46    0   79    0    3    0    0   138    0   0   0  99
 15    0   0   35    56    0  102    0    2    0    0   126    0   0   0 100
 16    0   0   16    31    0   56    0    1    0    0    98    0   0   0 100
 17    0   0    0     3    0    0    0    0    0    0     0    0   0   0 100
 18    0   0  152   130    5  241    0    3    0    0   426    1   0   0  99
 19   38   0 2240   829   25 1560    1   22    4    0  2420    9   2   0  88
 20    0   0   84    55    5   95    0    2    0    0   218    1   0   0  99
 21    0   0   12    18    0   33    0    0    0    0    40    0   0   0 100
 22    0   0   59    77    1  146    0    0    0    0   195    1   0   0  99
 23    0   0  180   202    3  394    0    1    1    0   565    2   0   0  98
 24    0   0    0     3    0   16    0    1    1    0   106    0   0   0 100
 25    0   0  162   182    2  361    0    3    1    0   507    2   0   0  97
 26   35   0  170    75    0  146    0    1    0    0   180    0   0   0  99
 27    0   0  173   215    6  390    1    2    0    0   532    2   0   0  98
 28    4   0 1301   776   19 1486    1   20    4    0  2294   10   2   0  88
 29    0   0    1    11    6    2    0    1    0    0    10    0   0   0 100
 30    0   0   14    39    0   74    0    1    0    0    69    0   0   0 100
 31    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   91    92    1  179    0    1    0    0   275    1   0   0  99
 33    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 34    0   0  172   174    2  324    0    1    1    0   496    2   0   0  98
 35    1   0  324   128    2  250    0    1    1    0   435    2   0   0  98
 36    0   0  256   271    2  536    0    4    1    0   798    4   1   0  95
 37    2   0 1586   786   29 1484    2   24    5    0  2220    9   2   0  89
 38    0   0    3    13    1    8    0    1    0    0     0    0   0   0 100
 39    1   0  196    14    0   24    0    1    1    0    56    0   0   0 100
 40    0   0   61    82    1  158    0    1    0    0   205    0   0   0 100
 41    0   0  157   134    5  248    0    2    0    0   446    2   0   0  98
 42    0   0  161   118    1  233    0    2    1    0   437    2   0   0  98
 43    0   0    0     3    0    0    0    0    0    0     0    0   0   0 100
 44    0   0   66    66    1  125    0    1    0    0   197    1   0   0  99
 45    1   0  319   167    3  326    0    3    1    0   472    1   0   0  98
 46   38   0  931   865   19 1643    4   22    4    0  2396    9   2   0  89
 47    0   0    6    13    1   19    0    0    0    0    22    0   0   0 100
 48    0   0    1     8    0    4    0    0    0    0     0    0   0   0 100
 49    0   0  149   151    1  286    0    1    0    0   433    1   0   0  98
 50    0   0    3     8    1    9    0    1    0    0    10    0   0   0 100
 51    0   0    3     6    0    7    0    0    0    0     9    0   0   0 100
 52    0   0    2     4    0    4    0    0    0    0     6    0   0   0 100
 53    0   0    5     7    0   10    0    0    0    0    15    0   0   0 100
 54    1   0  520   299    8  572    1    4    2    0  1008    4   1   0  95
 55    1   0 1057   905   31 1725    3   22    2    0  2733   10   2   0  87
 56    3   0 1437  1023   28 1931    4   31    2    0  3002   12   2   0  85
 57    0   0    1    13    4    8    0    0   18    0   577    0   3   0  96
 58    0   0   10    38   32    3    0    1    0    0     0    0   0   0 100
 59    0   0    8    30   28    0    0    0    0    0     0    0   0   0 100
 60    0   0   27    21    1   30    0    2    0    0    67    0   0   0 100
 61    0   0    4    16    0   15    0    1    0    0     4    0   0   0 100
 62    0   0   95    93    3  172    0    0    0    0   276    1   0   0  99
 63    0   0   83   106    5  198    0    3    0    0   272    1   2   0  97
Sun Jul 11 16:26:28 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0  148   0  523   362    5  319    1    7   48    0   950    4   2   0  94
  1    1   0 1013   912   30 1727    2   28    4    0  2566   10   2   0  87
  2    0   0    3    12    1    8    0    1    0    0    52    0   0   0 100
  3    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  4   16   0  107    47    1   86    0    2    2    0   138    0   0   0 100
  5   17   0  155    91    2  169    0    1   24    0   393    1   0   0  99
  6    0   0   82    98    5  184    0    2    0    0   255    1   0   0  99
  7    0   0    4     5    0    4    0    1    0    0     9    0   0   0 100
  8    0   0   71    73    1  140    0    0    0    0   222    1   0   0  99
  9    0   0  162   185    9  327    0    5    0    0   470    2   0   0  98
 10   70   0 1373   688   33 1276    1   27    8    0  2064    8   2   0  89
 11    0   0    6    23    0   15    0    0    0    0     0    0   0   0 100
 12    0   0  217   230    3  449    0    2    1    0   667    2   1   0  97
 13    0   0  163   189    3  373    0    2    0    0   516    2   0   0  98
 14    1   0  207    35    0   64    0    1    1    0   120    0   0   0 100
 15    0   0   13    24    0   35    0    1    0    0    41    0   0   0 100
 16    0   0    0     3    0    0    0    0    0    0     0    0   0   0 100
 17    0   0   80   115    0  223    0    1    1    0   273    1   0   0  99
 18    0   0  128   145    3  287    1    5    1    0   499    1   1   0  98
 19   31   0 1559   935   20 1796    3   24    4    0  2786   11   2   0  87
 20    1   0  365   197    2  387    0    2    0    0   578    2   0   0  97
 21    0   0  111   123    1  239    0    1    0    0   343    1   0   0  98
 22    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 23    0   0    4     4    0    4    0    0    0    0     9    0   0   0 100
 24    0   0   16    30    2   68    0    1    0    0   166    0   0   0 100
 25    0   0   94    98    1  179    0    1    0    0   280    1   0   0  99
 26    0   0  125     4    1    3    0    0    0    0     0    0   0   0 100
 27    1   0  395   242    7  449    0    5    2    0   680    2   0   0  97
 28   84   0  906   833   35 1548    4   25    5    0  2497   11   3   0  85
 29    1   0  233    99    7  167    0    1    0    0   187    1   0   0  99
 30    0   0    0     3    0    3    0    0    1    0     0    0   0   0 100
 31    0   0    3    11    0   19    0    1    0    0    15    0   0   0 100
 32   30   0   68    20    6   23    0    2    1    0    81    0   0   0 100
 33    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 34    0   0  191   146    1  288    0    2    0    0   528    2   0   0  98
 35    0   0   97    93    0  183    0    1    0    0   291    2   0   0  98
 36    0   0  120    76    3  137    0    2    0    0   311    1   0   0  99
 37  108   0 1155   815   21 1555    2   24    9    0  3635   10   3   0  87
 38    0   0  438    10    5    5    0    0    0    0     0    0   0   0 100
 39    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 40    0   0   43    52    1   61    0    1    0    0    95    0   0   0 100
 41    0   0  119   122    1  235    0    2    0    0   362    1   0   0  98
 42    0   0   28    25    1   40    0    1    0    0    75    0   0   0 100
 43    0   0  139   159    2  309    0    2    0    0   443    2   0   0  98
 44    1   0  232    36    0   67    0    1    0    0   150    0   0   0  99
 45    0   0  198   157   10  285    0    4    1    0   551    2   0   0  97
 46   37   0 1555  1009   31 1917    3   29    5    0  2991   13   3   0  84
 47    1   0  143    40    0   71    0    1    1    0   116    0   0   0  99
 48   32   0  129    10    0    5    0    0    1    0    27    0   0   0 100
 49    0   0  100    97    4  181    0    1    0    0   297    1   0   0  98
 50    1   0  279   120    0  236    0    3    0    0   326    1   0   0  98
 51    1   0  192    14    0   23    0    0    1    0    46    0   0   0 100
 52    0   0   12    18    0   28    0    1    0    0    61    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0  144   159    7  293    0    5    0    0   437    1   0   0  98
 55    3   0 6549   975   13 1889    3   23    8    0  2780   12   3   0  84
 56  106   0 4915   854   14 1629    4   30   13    0  2553   11   3   0  85
 57    0   0    2     9    0    6    1    1    7    0   576    0   4   0  96
 58    0   0    6    30   28    0    0    0    0    0     0    0   0   0 100
 59    0   0  135   157   27  256    0    1    0    0   388    1   0   0  99
 60    0   0   65   106    0  213    0    1    0    0   245    1   0   0  99
 61    0   0    0     7    1    6    0    1    0    0     2    0   0   0 100
 62   36   0  125     2    0    1    0    0    1    0    30    0   0   0 100
 63    0   0  427    97    5  178    0    5    2    0   315    1   2   0  97
Sun Jul 11 16:26:30 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   49   254    4   94    0    3    9    0   108    0   0   0 100
  1    4   0 1530  1038   26 1978    2   17    5    0  3058   12   3   0  85
  2    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
  3    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  4    0   0   37    54    5   95    0    2    0    0   128    0   0   0 100
  5    0   0   19    33    1   47    0    3    2    0   172    0   0   0 100
  6    0   0    1     6    0    3    0    0    0    0     0    0   0   0 100
  7    0   0    9    33    0   55    0    1    0    0    51    0   0   0 100
  8    0   0    9     4    0    5    0    1    0    0    21    0   0   0 100
  9    1   0  369   142    2  272    0    3    1    0   521    2   0   0  98
 10   40   0 1317   752   31 1413    2   23    4    0  2144    9   2   0  88
 11    0   0   27    32    0   54    0    1    0    0    76    0   0   0 100
 12    0   0    0     4    0    2    0    1    0    0     0    0   0   0 100
 13    0   0   55   100    7  176    0    2    0    0   198    1   0   0  99
 14    0   0    8    20    5   25    0    1    0    0    28    0   0   0 100
 15    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 16    0   0   20    28    0   51    0    0    0    0    66    0   0   0 100
 17    0   0   25    47    0   91    0    1    0    0    95    0   0   0  99
 18    2   0  435   144    6  278    0    7    3    0   536    2   1   0  97
 19   37   0  849   696   27 1317    1   26    5    0  2237    9   2   0  88
 20    1   0  394   259    3  500    0    3    1    0   696    3   1   0  96
 21    0   0  156   171    2  338    0    1    0    0   495    2   0   0  98
 22    2   0  547   231    2  457    0    1    2    0   764    3   1   0  96
 23    0   0    6    10    0   15    0    0    0    0    19    0   0   0 100
 24    0   0   29    46    1  101    0    1    0    0   208    0   0   0  99
 25    1   0  313   140    1  271    0    1    1    0   410    1   0   0  98
 26    0   0   79    39    3   67    0    2    0    0   215    1   0   0  99
 27    1   0  358   256    3  500    1    5    0    0   755    3   1   0  96
 28   38   0 1664   915   36 1698    3   28    6    0  2835   12   3   0  85
 29    0   0   39    23    4   31    0    0    0    0    91    0   0   0 100
 30    0   0  120   160    1  305    0    2    1    0   404    1   0   0  98
 31    0   0    0     4    1    1    0    0    0    0     9    0   0   0 100
 32    0   0   49    59    1  113    0    1    0    0   160    1   0   0  99
 33   54   0  125     3    0    2    0    1    2    0    52    0   0   0 100
 34    1   0  207    50    0   99    0    0    0    0   115    0   0   0  99
 35    0   0    3     6    0    5    0    0    0    0     0    0   0   0 100
 36    1   0  890   191    4  366    0    5    2    0   522    2   0   0  98
 37   64   0 1089   873   17 1654    2   25    5    0  3472   10   3   0  87
 38    0   0  442    12    5    2    0    0    0    0     0    0   0   0 100
 39    0   0    4     5    0    6    0    0    0    0    11    0   0   0 100
 40    0   0   61    52    0   93    0    0    0    0   165    0   0   0 100
 41    2   0  373   141    0  266    0    2    1    0   308    1   0   0  99
 42    0   0    1     8    0    4    0    1    0    0     0    0   0   0 100
 43    0   0   81    30    2   49    0    2    0    0   190    0   0   0 100
 44    0   0   63    64    5  112    0    2    1    0   233    1   0   0  99
 45   30   0  192    73    1  128    0    4    1    0   211    1   0   0  99
 46   39   0 1438   915   25 1746    3   27    8    0  2910   12   3   0  85
 47   36   0  122    68    0  133    0    1    1    0   229    1   0   0  99
 48    0   0   13    15    0   26    0    1    0    0    38    0   0   0 100
 49    0   0   53    34    1   64    0    3    0    0   157    0   0   0 100
 50    0   0   86    94    1  183    0    1    0    0   267    1   0   0  99
 51    0   0   24    44    1   79    0    2    0    0    97    0   0   0 100
 52    0   0   67    45    0   88    0    1    0    0   177    1   0   0  99
 53    0   0    2    10    0   17    0    0    0    0    12    0   0   0 100
 54    0   0  245   314    9  589    1    6    0    0   804    3   0   0  97
 55    3   0 6628   977   13 1892    4   25   16    0  3628   13   7   0  80
 56   76   0 4872   991   27 1877    2   30    6    0  2933   12   3   0  85
 57    0   0   46    32    1   51    0    2    0    0   136    0   0   0 100
 58    0   0  103   158   30  254    1    1    0    0   322    1   0   0  98
 59    0   0    9    38   35    0    0    0    0    0     0    0   0   0 100
 60    0   0   42    67    4  120    0    5    0    0   153    0   0   0 100
 61    1   0  229    20    0   33    0    0    0    0   122    0   0   0 100
 62    1   0  283    32    1   54    0    1    1    0   114    0   0   0 100
 63    0   0   49    68    1  126    0    4    0    0   211    1   3   0  96
Sun Jul 11 16:26:32 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0  134   332    7  254    0    5    5    0   375    1   1   0  98
  1    1   0 1019  1016   36 1910    4   25    4    0  2691   11   2   0  87
  2    0   0    2    13    1    8    0    1    0    0    23    0   0   0 100
  3    0   0    0     4    2    0    0    0    0    0     0    0   0   0 100
  4    0   0   24    22    1   39    0    1    0    0    68    0   0   0 100
  5    0   0   66    84    5  144    0    1    5    0   319    1   0   0  99
  6    0   0   54    52    1   98    0    1    0    0   160    0   0   0 100
  7    0   0   66    89    0  179    0    1    0    0   222    1   0   0  99
  8    0   0   10    12    0   23    0    0    0    0    31    0   0   0 100
  9    0   0  177   181    4  350    0    2    0    0   537    2   0   0  98
 10   39   0 1277   797   22 1514    3   22    8    0  2444   10   4   0  86
 11    0   0   37    46    0   84    0    1    0    0   112    0   0   0 100
 12    0   0   33    14    0   11    0    1    0    0    62    0   0   0 100
 13    0   0    0     4    1    1    0    0    0    0     1    0   0   0 100
 14    0   0  101   121    2  236    0    1    0    0   323    1   0   0  99
 15    0   0    0     5    2    4    0    0    0    0     4    0   0   0 100
 16    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 17    0   0   39    46    0   88    0    1    0    0   133    1   0   0  99
 18    1   0  382   227    6  453    1    4    4    0   853    3   0   0  97
 19    2   0 1050   695   23 1300    2   22    2    0  2468   10   2   0  88
 20    1   0  162    38    1   66    0    2    1    0   126    0   0   0 100
 21    1   0  296    70    0  143    0    1    0    0   315    1   0   0  99
 22    0   0   23    30    0   56    0    1    0    0    79    0   0   0 100
 23    0   0   24    53    0  101    0    1    0    0   100    0   0   0 100
 24    0   0    7     7    0   26    0    1    0    0   127    0   0   0 100
 25    0   0    3    12    0   16    0    1    0    0    12    0   0   0 100
 26    0   0    8    15    2   21    0    0    0    0    24    0   0   0 100
 27    0   0  179   187    2  359    0    2    0    0   537    2   0   0  97
 28    3   0 1278   888   33 1661    1   21    3    0  2645   11   2   0  86
 29    0   0   38    65    5   97    0    1    0    0   122    0   0   0 100
 30    0   0   53    79    1  151    0    1    0    0   179    1   0   0  99
 31    0   0    6     9    0   17    0    0    0    0    20    0   0   0 100
 32    0   0   33    19    0   32    0    0    0    0    80    0   0   0 100
 33    1   0  243   118    1  231    0    1    1    0   378    2   0   0  98
 34    0   0    5     9    0    7    0    1    0    0     4    0   0   0 100
 35    1   0  568   320    4  628    1    2    2    0  1127    5   1   0  94
 36    0   0   78   150    3  270    0    3    0    0   307    1   0   0  99
 37    2   0 1128   930   18 1782    2   23    4    0  2600   10   2   0  87
 38    1   0  237    58    2  109    0    1    0    0   177    0   0   0  99
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0  106   149    1  296    0    2    0    0   366    1   0   0  98
 41    1   0  266    82    0  161    0    0    1    0   268    1   0   0  99
 42    1   0  336   130    4  251    0    1    1    0   458    1   0   0  98
 43    0   0   79    67    1  126    0    4    0    0   247    1   0   0  99
 44    0   0    4     4    0    5    0    0    0    0    11    0   0   0 100
 45    1   0  280   178    2  329    0    6    1    0   384    1   0   0  99
 46   38   0 1386  1059   19 2062    4   21    8    0  3168   13   3   0  84
 47    0   0   26    28    0   44    0    0    0    0    71    0   0   0 100
 48    1   0  287    81    2  157    0    1    1    0   307    1   0   0  98
 49    0   0   33    48    2   86    0    1    0    0   126    0   0   0 100
 50    1   0  223    62    5  102    0    2    1    0   146    0   0   0 100
 51    0   0  110   140    2  268    0    2    0    0   357    1   0   0  99
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0  263   231    1  455    0    2    1    0   753    4   0   0  95
 54    0   0   56    50    0   91    0    3    0    0   165    1   0   0  99
 55    0   0 5731   569   20 1040    1   22    3    0  1532    6   2   0  92
 56   74   0 1200  1001   38 1873    3   31   10    0  3324   11   7   0  82
